chgNo,description,CPT,revCode,chgAmt
101269,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,402.25
101270,"US Abdominal ultrasound, complete",76700,0402,224.00
101271,"US abdominal ultrasound, limited",76705,0402,351.75
101272,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,335.50
101273,US Transvaginal pelvic ultrasound,76830,0402,323.25
101274,US thyroid ultrasound,76536,0402,400.00
101275,US CHEST ULTRASOUND,76604,0402,417.75
101276,"US Extremity ultrasound, limited",76882,0402,310.50
101277,"US abdominal ultrasound, complete",76700,0402,356.00
101278,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,319.75
101279,"US Pelvic ultrasound, complete",76856,0402,353.50
101280,US transvaginal pelvic ultrasound,76830,0402,268.25
101281,US THYROID ULTRASOUND,76536,0402,459.00
101282,US Chest ultrasound,76604,0402,203.75
101283,"US extremity ultrasound, limited",76882,0402,326.50
101284,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,343.25
101285,"US Abdominal ultrasound, limited",76705,0402,369.00
101286,"US pelvic ultrasound, complete",76856,0402,457.75
101287,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,315.50
101288,US Thyroid ultrasound,76536,0402,307.00
101289,US chest ultrasound,76604,0402,203.75
101290,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,165.50
101291,"US Abdominal ultrasound, complete",76700,0402,424.25
101292,"US abdominal ultrasound, limited",76705,0402,383.00
101293,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,347.75
101294,US Transvaginal pelvic ultrasound,76830,0402,316.50
101295,US thyroid ultrasound,76536,0402,457.25
101296,US CHEST ULTRASOUND,76604,0402,304.00
101297,"US Extremity ultrasound, limited",76882,0402,483.75
101298,"US abdominal ultrasound, complete",76700,0402,200.50
101299,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,287.00
101300,"US Pelvic ultrasound, complete",76856,0402,252.75
101301,US transvaginal pelvic ultrasound,76830,0402,147.50
101302,US THYROID ULTRASOUND,76536,0402,418.25
101303,US Chest ultrasound,76604,0402,386.00
101304,"US extremity ultrasound, limited",76882,0402,262.75
101305,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,178.50
101306,"US Abdominal ultrasound, limited",76705,0402,423.25
101307,"US pelvic ultrasound, complete",76856,0402,444.00
101308,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,475.75
101309,US Thyroid ultrasound,76536,0402,200.50
101310,US chest ultrasound,76604,0402,429.00
101311,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,223.75
101312,"US Abdominal ultrasound, complete",76700,0402,160.50
101313,"US abdominal ultrasound, limited",76705,0402,398.25
101314,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,454.00
101315,US Transvaginal pelvic ultrasound,76830,0402,245.75
101316,US thyroid ultrasound,76536,0402,368.50
101317,US CHEST ULTRASOUND,76604,0402,253.25
101318,"US Extremity ultrasound, limited",76882,0402,386.00
101319,"US abdominal ultrasound, complete",76700,0402,262.75
101320,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,239.50
101321,"US Pelvic ultrasound, complete",76856,0402,170.00
101322,US transvaginal pelvic ultrasound,76830,0402,316.75
101323,US THYROID ULTRASOUND,76536,0402,380.50
101324,US Chest ultrasound,76604,0402,374.25
101325,"US extremity ultrasound, limited",76882,0402,242.00
101326,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,359.75
101327,"US Abdominal ultrasound, limited",76705,0402,313.50
101328,"US pelvic ultrasound, complete",76856,0402,168.25
101329,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,426.00
101330,US Thyroid ultrasound,76536,0402,290.75
101331,US chest ultrasound,76604,0402,335.50
101332,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,194.00
101333,"US Abdominal ultrasound, complete",76700,0402,188.75
101334,"US abdominal ultrasound, limited",76705,0402,230.50
101335,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,393.25
101336,US Transvaginal pelvic ultrasound,76830,0402,411.00
101337,US thyroid ultrasound,76536,0402,230.75
101338,US CHEST ULTRASOUND,76604,0402,192.50
101339,"US Extremity ultrasound, limited",76882,0402,415.25
101340,"US abdominal ultrasound, complete",76700,0402,336.00
101341,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,458.75
101342,"US Pelvic ultrasound, complete",76856,0402,437.50
101343,US transvaginal pelvic ultrasound,76830,0402,283.00
101344,US THYROID ULTRASOUND,76536,0402,391.75
101345,US Chest ultrasound,76604,0402,144.50
101346,"US extremity ultrasound, limited",76882,0402,422.25
101347,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,440.00
101348,"US Abdominal ultrasound, limited",76705,0402,291.75
101349,"US pelvic ultrasound, complete",76856,0402,204.50
101350,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,420.25
101351,US Thyroid ultrasound,76536,0402,257.00
101352,US chest ultrasound,76604,0402,404.75
101353,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,357.50
101354,"US Abdominal ultrasound, complete",76700,0402,301.00
101355,"US abdominal ultrasound, limited",76705,0402,281.75
101356,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,286.50
101357,US Transvaginal pelvic ultrasound,76830,0402,313.25
101358,US thyroid ultrasound,76536,0402,447.00
101359,US CHEST ULTRASOUND,76604,0402,182.75
101360,"US Extremity ultrasound, limited",76882,0402,151.50
101361,"US abdominal ultrasound, complete",76700,0402,244.25
101362,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,311.00
101363,"US Pelvic ultrasound, complete",76856,0402,253.75
101364,US transvaginal pelvic ultrasound,76830,0402,200.50
101365,US THYROID ULTRASOUND,76536,0402,407.00
101366,US Chest ultrasound,76604,0402,389.75
101367,"US extremity ultrasound, limited",76882,0402,290.50
101368,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,194.25
101369,"US Abdominal ultrasound, limited",76705,0402,388.00
101370,"US pelvic ultrasound, complete",76856,0402,150.75
101371,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,200.50
101372,US Thyroid ultrasound,76536,0402,332.25
101373,US chest ultrasound,76604,0402,169.00
101374,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,430.75
101375,"US Abdominal ultrasound, complete",76700,0402,197.50
101376,"US abdominal ultrasound, limited",76705,0402,202.00
101377,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,315.75
101378,US Transvaginal pelvic ultrasound,76830,0402,182.50
101379,US thyroid ultrasound,76536,0402,259.25
101380,US CHEST ULTRASOUND,76604,0402,397.00
101381,"US Extremity ultrasound, limited",76882,0402,198.75
101382,"US abdominal ultrasound, complete",76700,0402,215.50
101383,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,168.25
101384,"US Pelvic ultrasound, complete",76856,0402,282.00
101385,US transvaginal pelvic ultrasound,76830,0402,229.75
101386,US THYROID ULTRASOUND,76536,0402,230.50
101387,US Chest ultrasound,76604,0402,154.00
101388,"US extremity ultrasound, limited",76882,0402,290.75
101389,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,399.50
101390,"US Abdominal ultrasound, limited",76705,0402,421.25
101391,"US pelvic ultrasound, complete",76856,0402,386.00
101392,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,262.75
101393,US Thyroid ultrasound,76536,0402,277.50
101394,US chest ultrasound,76604,0402,378.25
101395,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,335.00
101396,"US Abdominal ultrasound, complete",76700,0402,291.75
101397,"US abdominal ultrasound, limited",76705,0402,415.50
101398,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,304.00
101399,US Transvaginal pelvic ultrasound,76830,0402,395.75
101400,US thyroid ultrasound,76536,0402,233.50
101401,US CHEST ULTRASOUND,76604,0402,336.25
101402,"US Extremity ultrasound, limited",76882,0402,166.00
101403,"US abdominal ultrasound, complete",76700,0402,152.75
101404,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,205.50
101405,"US Pelvic ultrasound, complete",76856,0402,173.25
101406,US transvaginal pelvic ultrasound,76830,0402,462.00
101407,US THYROID ULTRASOUND,76536,0402,403.75
101408,US Chest ultrasound,76604,0402,243.50
101409,"US extremity ultrasound, limited",76882,0402,149.00
101410,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,389.75
101411,"US Abdominal ultrasound, limited",76705,0402,360.50
101412,"US pelvic ultrasound, complete",76856,0402,439.25
101413,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,236.00
101414,US Thyroid ultrasound,76536,0402,422.75
101415,US chest ultrasound,76604,0402,263.50
101416,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,184.25
101417,"US Abdominal ultrasound, complete",76700,0402,150.00
101418,"US abdominal ultrasound, limited",76705,0402,186.75
101419,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,217.50
101420,US Transvaginal pelvic ultrasound,76830,0402,196.00
101421,US thyroid ultrasound,76536,0402,197.75
101422,US CHEST ULTRASOUND,76604,0402,295.50
101423,"US Extremity ultrasound, limited",76882,0402,152.25
101424,"US abdominal ultrasound, complete",76700,0402,225.00
101425,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,150.75
101426,"US Pelvic ultrasound, complete",76856,0402,198.50
101427,US transvaginal pelvic ultrasound,76830,0402,152.25
101428,US THYROID ULTRASOUND,76536,0402,410.00
101429,US Chest ultrasound,76604,0402,394.75
101430,"US extremity ultrasound, limited",76882,0402,420.50
101431,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,431.00
101432,"US Abdominal ultrasound, limited",76705,0402,367.75
101433,"US pelvic ultrasound, complete",76856,0402,200.50
101434,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,197.25
101435,US Thyroid ultrasound,76536,0402,440.00
101436,US chest ultrasound,76604,0402,322.75
101437,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,181.50
101438,"US Abdominal ultrasound, complete",76700,0402,379.25
101439,"US abdominal ultrasound, limited",76705,0402,372.00
101440,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,431.75
101441,US Transvaginal pelvic ultrasound,76830,0402,190.50
101442,US thyroid ultrasound,76536,0402,300.00
101443,US CHEST ULTRASOUND,76604,0402,393.75
101444,"US Extremity ultrasound, limited",76882,0402,299.50
101445,"US abdominal ultrasound, complete",76700,0402,344.25
101446,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,376.00
101447,"US Pelvic ultrasound, complete",76856,0402,215.75
101448,US transvaginal pelvic ultrasound,76830,0402,305.50
101449,US THYROID ULTRASOUND,76536,0402,215.25
101450,US Chest ultrasound,76604,0402,460.00
101451,"US extremity ultrasound, limited",76882,0402,385.75
101452,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,474.50
101453,"US Abdominal ultrasound, limited",76705,0402,257.00
101454,"US pelvic ultrasound, complete",76856,0402,250.75
101455,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,268.50
101456,US Thyroid ultrasound,76536,0402,141.25
101457,US chest ultrasound,76604,0402,421.00
101458,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,396.75
101459,"US Abdominal ultrasound, complete",76700,0402,257.50
101460,"US abdominal ultrasound, limited",76705,0402,253.25
101461,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,343.00
101462,US Transvaginal pelvic ultrasound,76830,0402,406.75
101463,US thyroid ultrasound,76536,0402,225.50
101464,US CHEST ULTRASOUND,76604,0402,318.00
101465,"US Extremity ultrasound, limited",76882,0402,216.75
101466,"US abdominal ultrasound, complete",76700,0402,289.50
101467,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,391.25
101468,"US Pelvic ultrasound, complete",76856,0402,354.00
101469,US transvaginal pelvic ultrasound,76830,0402,425.75
101470,US THYROID ULTRASOUND,76536,0402,202.50
101471,US Chest ultrasound,76604,0402,425.25
101472,"US extremity ultrasound, limited",76882,0402,186.00
101473,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,473.75
101474,"US Abdominal ultrasound, limited",76705,0402,456.50
101475,"US pelvic ultrasound, complete",76856,0402,322.00
101476,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,321.75
101477,US Thyroid ultrasound,76536,0402,242.50
101478,US chest ultrasound,76604,0402,407.25
101479,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,428.00
101480,"US Abdominal ultrasound, complete",76700,0402,388.75
101481,"US abdominal ultrasound, limited",76705,0402,298.50
101482,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,393.25
101483,US Transvaginal pelvic ultrasound,76830,0402,184.00
101484,US thyroid ultrasound,76536,0402,446.75
101485,US CHEST ULTRASOUND,76604,0402,367.50
101486,"US Extremity ultrasound, limited",76882,0402,311.00
101487,"US abdominal ultrasound, complete",76700,0402,428.75
101488,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,159.50
101489,"US Pelvic ultrasound, complete",76856,0402,267.25
101490,US transvaginal pelvic ultrasound,76830,0402,194.00
101491,US THYROID ULTRASOUND,76536,0402,191.75
101492,US Chest ultrasound,76604,0402,313.50
101493,"US extremity ultrasound, limited",76882,0402,243.25
101494,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,391.00
101495,"US Abdominal ultrasound, limited",76705,0402,215.75
101496,"US pelvic ultrasound, complete",76856,0402,388.50
101497,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,395.00
101498,US Thyroid ultrasound,76536,0402,244.75
101499,US chest ultrasound,76604,0402,142.50
101500,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,264.25
101501,"US Abdominal ultrasound, complete",76700,0402,337.00
101502,"US abdominal ultrasound, limited",76705,0402,453.75
101503,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,457.50
101504,US Transvaginal pelvic ultrasound,76830,0402,258.25
101505,US thyroid ultrasound,76536,0402,438.00
101506,US CHEST ULTRASOUND,76604,0402,207.75
101507,"US Extremity ultrasound, limited",76882,0402,466.50
101508,"US abdominal ultrasound, complete",76700,0402,316.00
101509,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,342.75
101510,"US Pelvic ultrasound, complete",76856,0402,190.50
101511,US transvaginal pelvic ultrasound,76830,0402,374.25
101512,US THYROID ULTRASOUND,76536,0402,390.00
101513,US Chest ultrasound,76604,0402,384.75
101514,"US extremity ultrasound, limited",76882,0402,414.50
101515,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,240.25
101516,"US Abdominal ultrasound, limited",76705,0402,183.00
101517,"US pelvic ultrasound, complete",76856,0402,388.75
101518,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,378.50
101519,US Thyroid ultrasound,76536,0402,230.00
101520,US chest ultrasound,76604,0402,143.75
101521,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,133.50
101522,"US Abdominal ultrasound, complete",76700,0402,388.25
101523,"US abdominal ultrasound, limited",76705,0402,147.00
101524,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,216.75
101525,US Transvaginal pelvic ultrasound,76830,0402,435.50
101526,US thyroid ultrasound,76536,0402,463.25
101527,US CHEST ULTRASOUND,76604,0402,366.00
101528,"US Extremity ultrasound, limited",76882,0402,310.75
101529,"US abdominal ultrasound, complete",76700,0402,235.50
101530,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,283.00
101531,"US Pelvic ultrasound, complete",76856,0402,315.75
101532,US transvaginal pelvic ultrasound,76830,0402,310.50
101533,US THYROID ULTRASOUND,76536,0402,199.25
101534,US Chest ultrasound,76604,0402,171.00
101535,"US extremity ultrasound, limited",76882,0402,263.75
101536,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,452.50
101537,"US Abdominal ultrasound, limited",76705,0402,417.25
101538,"US pelvic ultrasound, complete",76856,0402,272.00
101539,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,346.75
101540,US Thyroid ultrasound,76536,0402,263.50
101541,US chest ultrasound,76604,0402,417.00
101542,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,399.75
101543,"US Abdominal ultrasound, complete",76700,0402,261.50
101544,"US abdominal ultrasound, limited",76705,0402,146.25
101545,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,234.00
101546,US Transvaginal pelvic ultrasound,76830,0402,372.75
101547,US thyroid ultrasound,76536,0402,340.50
101548,US CHEST ULTRASOUND,76604,0402,338.25
101549,"US Extremity ultrasound, limited",76882,0402,160.00
101550,"US abdominal ultrasound, complete",76700,0402,405.75
101551,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,203.50
101552,"US Pelvic ultrasound, complete",76856,0402,335.00
101553,US transvaginal pelvic ultrasound,76830,0402,408.75
101554,US THYROID ULTRASOUND,76536,0402,379.50
101555,US Chest ultrasound,76604,0402,295.25
101556,"US extremity ultrasound, limited",76882,0402,382.00
101557,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,289.75
101558,"US Abdominal ultrasound, limited",76705,0402,389.50
101559,"US pelvic ultrasound, complete",76856,0402,337.25
101560,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,151.00
101561,US Thyroid ultrasound,76536,0402,216.75
101562,US chest ultrasound,76604,0402,425.50
101563,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,357.00
101564,"US Abdominal ultrasound, complete",76700,0402,386.75
101565,"US abdominal ultrasound, limited",76705,0402,156.50
101566,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,217.25
101567,US Transvaginal pelvic ultrasound,76830,0402,204.00
101568,US thyroid ultrasound,76536,0402,289.75
101569,US CHEST ULTRASOUND,76604,0402,357.50
101570,"US Extremity ultrasound, limited",76882,0402,256.25
101571,"US abdominal ultrasound, complete",76700,0402,254.00
101572,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,481.75
101573,"US Pelvic ultrasound, complete",76856,0402,305.50
101574,US transvaginal pelvic ultrasound,76830,0402,389.00
101575,US THYROID ULTRASOUND,76536,0402,361.75
101576,US Chest ultrasound,76604,0402,368.50
101577,"US extremity ultrasound, limited",76882,0402,379.25
101578,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,209.00
101579,"US Abdominal ultrasound, limited",76705,0402,417.75
101580,"US pelvic ultrasound, complete",76856,0402,205.50
101581,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,336.25
101582,US Thyroid ultrasound,76536,0402,305.00
101583,US chest ultrasound,76604,0402,329.75
101584,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,402.50
101585,"US Abdominal ultrasound, complete",76700,0402,430.00
101586,"US abdominal ultrasound, limited",76705,0402,147.75
101587,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,133.50
101588,US Transvaginal pelvic ultrasound,76830,0402,361.25
101589,US thyroid ultrasound,76536,0402,200.00
101590,US CHEST ULTRASOUND,76604,0402,271.75
101591,"US Extremity ultrasound, limited",76882,0402,187.50
101592,"US abdominal ultrasound, complete",76700,0402,147.25
101593,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,385.00
101594,"US Pelvic ultrasound, complete",76856,0402,323.75
101595,US transvaginal pelvic ultrasound,76830,0402,232.50
101596,US THYROID ULTRASOUND,76536,0402,347.00
101597,US Chest ultrasound,76604,0402,213.75
101598,"US extremity ultrasound, limited",76882,0402,302.50
101599,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,208.25
101600,"US Abdominal ultrasound, limited",76705,0402,328.00
101601,"US pelvic ultrasound, complete",76856,0402,146.75
101602,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,353.50
101603,US Thyroid ultrasound,76536,0402,420.25
101604,US chest ultrasound,76604,0402,217.00
101605,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,413.75
101606,"US Abdominal ultrasound, complete",76700,0402,221.50
101607,"US abdominal ultrasound, limited",76705,0402,354.00
101608,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,323.75
101609,US Transvaginal pelvic ultrasound,76830,0402,135.50
101610,US thyroid ultrasound,76536,0402,280.25
101611,US CHEST ULTRASOUND,76604,0402,225.00
101612,"US Extremity ultrasound, limited",76882,0402,367.75
101613,"US abdominal ultrasound, complete",76700,0402,437.50
101614,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,452.25
101615,"US Pelvic ultrasound, complete",76856,0402,283.00
101616,US transvaginal pelvic ultrasound,76830,0402,264.75
101617,US THYROID ULTRASOUND,76536,0402,183.50
101618,US Chest ultrasound,76604,0402,260.00
101619,"US extremity ultrasound, limited",76882,0402,134.75
101620,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,170.50
101621,"US Abdominal ultrasound, limited",76705,0402,252.25
101622,"US pelvic ultrasound, complete",76856,0402,216.00
101623,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,371.75
101624,US Thyroid ultrasound,76536,0402,418.50
101625,US chest ultrasound,76604,0402,195.25
101626,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,173.00
101627,"US Abdominal ultrasound, complete",76700,0402,268.75
101628,"US abdominal ultrasound, limited",76705,0402,383.50
101629,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,237.00
101630,US Transvaginal pelvic ultrasound,76830,0402,305.75
101631,US thyroid ultrasound,76536,0402,438.50
101632,US CHEST ULTRASOUND,76604,0402,182.25
101633,"US Extremity ultrasound, limited",76882,0402,280.00
101634,"US abdominal ultrasound, complete",76700,0402,344.75
101635,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,402.50
101636,"US Pelvic ultrasound, complete",76856,0402,458.25
101637,US transvaginal pelvic ultrasound,76830,0402,302.00
101638,US THYROID ULTRASOUND,76536,0402,170.75
101639,US Chest ultrasound,76604,0402,354.50
101640,"US extremity ultrasound, limited",76882,0402,155.00
101641,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,251.75
101642,"US Abdominal ultrasound, limited",76705,0402,371.50
101643,"US pelvic ultrasound, complete",76856,0402,330.25
101644,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,379.00
101645,US Thyroid ultrasound,76536,0402,177.75
101646,US chest ultrasound,76604,0402,397.50
101647,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,259.25
101648,"US Abdominal ultrasound, complete",76700,0402,345.00
101649,"US abdominal ultrasound, limited",76705,0402,464.75
101650,CT HEAD CT WITHOUT CONTRAST,70450,0351,1030.00
101651,CT Head ct with contrast,70460,0351,2085.75
101652,CT chest ct without contrast,71250,0351,1365.50
101653,CT CHEST CT WITH CONTRAST,71260,0351,1052.25
101654,CT Abdomen and pelvis ct without contrast,74176,0351,1575.00
101655,CT abdomen and pelvis ct with contrast,74177,0351,1998.75
101656,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1389.50
101657,CT Lumbar spine ct without contrast,72131,0351,871.25
101658,CT pelvis ct without contrast,72192,0351,928.00
101659,CT HEAD CT WITHOUT CONTRAST,70450,0351,1850.75
101660,CT Head ct with contrast,70460,0351,799.50
101661,CT chest ct without contrast,71250,0351,1376.00
101662,CT CHEST CT WITH CONTRAST,71260,0351,1349.75
101663,CT Abdomen and pelvis ct without contrast,74176,0351,1428.50
101664,CT abdomen and pelvis ct with contrast,74177,0351,790.25
101665,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,919.00
101666,CT Lumbar spine ct without contrast,72131,0351,1229.75
101667,CT pelvis ct without contrast,72192,0351,1887.50
101668,CT HEAD CT WITHOUT CONTRAST,70450,0351,1553.25
101669,CT Head ct with contrast,70460,0351,744.00
101670,CT chest ct without contrast,71250,0351,1384.75
101671,CT CHEST CT WITH CONTRAST,71260,0351,1941.50
101672,CT Abdomen and pelvis ct without contrast,74176,0351,1049.00
101673,CT abdomen and pelvis ct with contrast,74177,0351,1259.75
101674,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1710.50
101675,CT Lumbar spine ct without contrast,72131,0351,2191.25
101676,CT pelvis ct without contrast,72192,0351,1991.00
101677,CT HEAD CT WITHOUT CONTRAST,70450,0351,2161.75
101678,CT Head ct with contrast,70460,0351,858.50
101679,CT chest ct without contrast,71250,0351,1643.25
101680,CT CHEST CT WITH CONTRAST,71260,0351,1900.00
101681,CT Abdomen and pelvis ct without contrast,74176,0351,596.75
101682,CT abdomen and pelvis ct with contrast,74177,0351,2098.50
101683,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,613.00
101684,CT Lumbar spine ct without contrast,72131,0351,1531.75
101685,CT pelvis ct without contrast,72192,0351,1236.50
101686,CT HEAD CT WITHOUT CONTRAST,70450,0351,1978.25
101687,CT Head ct with contrast,70460,0351,1233.00
101688,CT chest ct without contrast,71250,0351,1596.75
101689,CT CHEST CT WITH CONTRAST,71260,0351,1901.50
101690,CT Abdomen and pelvis ct without contrast,74176,0351,2109.25
101691,CT abdomen and pelvis ct with contrast,74177,0351,1600.00
101692,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1012.75
101693,CT Lumbar spine ct without contrast,72131,0351,1345.50
101694,CT pelvis ct without contrast,72192,0351,2189.00
101695,CT HEAD CT WITHOUT CONTRAST,70450,0351,2026.75
101696,CT Head ct with contrast,70460,0351,1626.50
101697,CT chest ct without contrast,71250,0351,1381.25
101698,CT CHEST CT WITH CONTRAST,71260,0351,1957.00
101699,CT Abdomen and pelvis ct without contrast,74176,0351,1266.75
101700,CT abdomen and pelvis ct with contrast,74177,0351,2093.50
101701,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1247.25
101702,CT Lumbar spine ct without contrast,72131,0351,1581.00
101703,CT pelvis ct without contrast,72192,0351,608.75
101704,CT HEAD CT WITHOUT CONTRAST,70450,0351,2075.50
101705,CT Head ct with contrast,70460,0351,659.00
101706,CT chest ct without contrast,71250,0351,898.75
101707,CT CHEST CT WITH CONTRAST,71260,0351,631.50
101708,CT Abdomen and pelvis ct without contrast,74176,0351,1389.25
101709,CT abdomen and pelvis ct with contrast,74177,0351,1744.00
101710,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1902.75
101711,CT Lumbar spine ct without contrast,72131,0351,1093.50
101712,CT pelvis ct without contrast,72192,0351,1222.25
101713,CT HEAD CT WITHOUT CONTRAST,70450,0351,1560.00
101714,CT Head ct with contrast,70460,0351,1087.75
101715,CT chest ct without contrast,71250,0351,1667.50
101716,CT CHEST CT WITH CONTRAST,71260,0351,1636.00
101717,CT Abdomen and pelvis ct without contrast,74176,0351,886.75
101718,CT abdomen and pelvis ct with contrast,74177,0351,1141.50
101719,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,1072.25
101720,CT Lumbar spine ct without contrast,72131,0351,1389.00
101721,CT pelvis ct without contrast,72192,0351,1164.75
101722,CT HEAD CT WITHOUT CONTRAST,70450,0351,1377.50
101723,CT Head ct with contrast,70460,0351,1390.25
101724,CT chest ct without contrast,71250,0351,915.00
101725,CT CHEST CT WITH CONTRAST,71260,0351,1506.75
101726,CT Abdomen and pelvis ct without contrast,74176,0351,1031.50
101727,CT abdomen and pelvis ct with contrast,74177,0351,1600.00
101728,CT CERVICAL SPINE CT WITHOUT CONTRAST,72125,0351,2096.75
101729,CT Lumbar spine ct without contrast,72131,0351,994.50
101730,CT pelvis ct without contrast,72192,0351,1541.25
101731,CT HEAD CT WITHOUT CONTRAST,70450,0351,868.00
101732,CT Head ct with contrast,70460,0351,721.75
101733,CT chest ct without contrast,71250,0351,848.50
101734,CT CHEST CT WITH CONTRAST,71260,0351,1469.25
101735,CT Abdomen and pelvis ct without contrast,74176,0351,614.00
101736,CT abdomen and pelvis ct with contrast,74177,0351,1003.75
