chgNo,description,CPT,revCode,chgAmt
101105,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,302.50
101106,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,309.00
101107,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,182.75
101108,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,316.50
101109,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,205.25
101110,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,188.00
101111,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,308.75
101112,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,215.50
101113,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,207.25
101114,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,273.00
101115,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,240.75
101116,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,389.50
101117,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,339.00
101118,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,256.75
101119,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,138.50
101120,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,250.25
101121,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,305.00
101122,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,274.75
101123,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,346.50
101124,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,286.25
101125,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,284.00
101126,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,259.75
101127,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,263.50
101128,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,314.00
101129,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,237.75
101130,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,363.50
101131,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,317.25
101132,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,181.00
101133,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,381.75
101134,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,318.50
101135,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,153.25
101136,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,340.00
101137,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,397.75
101138,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,362.50
101139,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,233.00
101140,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,321.75
101141,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,338.50
101142,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,373.25
101143,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,237.00
101144,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,345.75
101145,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,195.50
101146,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,204.25
101147,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,277.00
101148,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,355.75
101149,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,331.50
101150,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,292.00
101151,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,173.75
101152,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,305.50
101153,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,247.25
101154,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,150.00
101155,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,275.75
101156,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,269.50
101157,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,224.25
101158,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,249.00
101159,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,284.75
101160,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,273.50
101161,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,305.00
101162,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,372.75
101163,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,343.50
101164,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,151.25
101165,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,223.00
101166,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,373.75
101167,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,219.50
101168,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,160.25
101169,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,204.00
101170,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,315.75
101171,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,371.50
101172,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,183.00
101173,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,199.75
101174,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,336.50
101175,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,213.25
101176,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,257.00
101177,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,159.75
101178,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,262.50
101179,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,215.25
101180,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,272.00
101181,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,333.75
101182,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,303.50
101183,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,156.00
101184,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,262.75
101185,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,312.50
101186,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,157.25
101187,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,197.00
101188,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,306.75
101189,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,350.50
101190,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,185.25
101191,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,347.00
101192,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,171.75
101193,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,234.50
101194,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,226.00
101195,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,174.75
101196,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,242.50
101197,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,230.25
101198,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,247.00
101199,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,223.75
101200,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,337.00
101201,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,225.75
101202,"US PELVIC ULTRASOUND, COMPLETE",76856,402,449.50
101203,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,293.25
101204,US THYROID ULTRASOUND,76536,402,159.00
101205,US CHEST ULTRASOUND,76604,402,427.75
101206,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,442.50
101207,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,201.25
101208,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,238.00
101209,"US PELVIC ULTRASOUND, COMPLETE",76856,402,456.75
101210,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,238.50
101211,US THYROID ULTRASOUND,76536,402,437.00
101212,US CHEST ULTRASOUND,76604,402,393.75
101213,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,136.50
101214,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,176.25
101215,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,203.00
101216,"US PELVIC ULTRASOUND, COMPLETE",76856,402,466.75
101217,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,221.50
101218,US THYROID ULTRASOUND,76536,402,166.25
101219,US CHEST ULTRASOUND,76604,402,204.00
101220,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,475.75
101221,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,370.50
101222,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,301.00
101223,"US PELVIC ULTRASOUND, COMPLETE",76856,402,388.75
101224,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,349.50
101225,US THYROID ULTRASOUND,76536,402,174.25
101226,US CHEST ULTRASOUND,76604,402,164.00
101227,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,319.75
101228,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,275.50
101229,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,385.25
101230,"US PELVIC ULTRASOUND, COMPLETE",76856,402,197.00
101231,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,337.75
101232,US THYROID ULTRASOUND,76536,402,466.50
101233,US CHEST ULTRASOUND,76604,402,184.00
101234,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,238.75
101235,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,245.50
101236,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,345.25
101237,"US PELVIC ULTRASOUND, COMPLETE",76856,402,438.00
101238,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,250.75
101239,US THYROID ULTRASOUND,76536,402,439.50
101240,US CHEST ULTRASOUND,76604,402,432.25
101241,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,203.00
101242,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,426.75
101243,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,286.50
101244,"US PELVIC ULTRASOUND, COMPLETE",76856,402,316.00
101245,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,216.75
101246,US THYROID ULTRASOUND,76536,402,399.50
101247,US CHEST ULTRASOUND,76604,402,287.25
101248,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,197.00
101249,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,312.75
101250,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,183.50
101251,"US PELVIC ULTRASOUND, COMPLETE",76856,402,327.25
101252,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,388.00
101253,US THYROID ULTRASOUND,76536,402,271.75
101254,US CHEST ULTRASOUND,76604,402,324.50
101255,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,242.00
101256,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,139.75
101257,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,312.50
101258,"US PELVIC ULTRASOUND, COMPLETE",76856,402,190.25
101259,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,202.00
101260,US THYROID ULTRASOUND,76536,402,431.75
101261,US CHEST ULTRASOUND,76604,402,323.50
101262,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,316.25
101263,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,197.00
101264,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,264.75
101265,"US PELVIC ULTRASOUND, COMPLETE",76856,402,347.50
101266,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,136.00
101267,US THYROID ULTRASOUND,76536,402,253.75
101268,US CHEST ULTRASOUND,76604,402,361.50
101269,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,402.25
101270,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,224.00
101271,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,351.75
101272,"US PELVIC ULTRASOUND, COMPLETE",76856,402,335.50
101273,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,323.25
101274,US THYROID ULTRASOUND,76536,402,400.00
101275,US CHEST ULTRASOUND,76604,402,417.75
101276,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,310.50
101277,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,356.00
101278,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,319.75
101279,"US PELVIC ULTRASOUND, COMPLETE",76856,402,353.50
101280,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,268.25
101281,US THYROID ULTRASOUND,76536,402,459.00
101282,US CHEST ULTRASOUND,76604,402,203.75
101283,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,326.50
101284,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,343.25
101285,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,369.00
101286,"US PELVIC ULTRASOUND, COMPLETE",76856,402,457.75
101287,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,315.50
101288,US THYROID ULTRASOUND,76536,402,307.00
101289,US CHEST ULTRASOUND,76604,402,203.75
101290,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,165.50
101291,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,424.25
101292,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,383.00
101293,"US PELVIC ULTRASOUND, COMPLETE",76856,402,347.75
101294,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,316.50
101295,US THYROID ULTRASOUND,76536,402,457.25
101296,US CHEST ULTRASOUND,76604,402,304.00
101297,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,483.75
101298,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,200.50
101299,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,287.00
101300,"US PELVIC ULTRASOUND, COMPLETE",76856,402,252.75
101301,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,147.50
101302,US THYROID ULTRASOUND,76536,402,418.25
101303,US CHEST ULTRASOUND,76604,402,386.00
101304,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,262.75
101305,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,178.50
101306,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,423.25
101307,"US PELVIC ULTRASOUND, COMPLETE",76856,402,444.00
101308,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,475.75
101309,US THYROID ULTRASOUND,76536,402,200.50
101310,US CHEST ULTRASOUND,76604,402,429.00
101311,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,223.75
101312,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,160.50
101313,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,398.25
101314,"US PELVIC ULTRASOUND, COMPLETE",76856,402,454.00
101315,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,245.75
101316,US THYROID ULTRASOUND,76536,402,368.50
101317,US CHEST ULTRASOUND,76604,402,253.25
101318,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,386.00
101319,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,262.75
101320,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,239.50
101321,"US PELVIC ULTRASOUND, COMPLETE",76856,402,170.00
101322,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,316.75
101323,US THYROID ULTRASOUND,76536,402,380.50
101324,US CHEST ULTRASOUND,76604,402,374.25
101325,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,242.00
101326,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,359.75
101327,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,313.50
101328,"US PELVIC ULTRASOUND, COMPLETE",76856,402,168.25
101329,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,426.00
101330,US THYROID ULTRASOUND,76536,402,290.75
101331,US CHEST ULTRASOUND,76604,402,335.50
101332,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,194.00
101333,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,188.75
101334,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,230.50
101335,"US PELVIC ULTRASOUND, COMPLETE",76856,402,393.25
101336,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,411.00
101337,US THYROID ULTRASOUND,76536,402,230.75
101338,US CHEST ULTRASOUND,76604,402,192.50
101339,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,415.25
101340,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,336.00
101341,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,458.75
101342,"US PELVIC ULTRASOUND, COMPLETE",76856,402,437.50
101343,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,283.00
101344,US THYROID ULTRASOUND,76536,402,391.75
101345,US CHEST ULTRASOUND,76604,402,144.50
101346,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,422.25
101347,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,440.00
101348,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,291.75
101349,"US PELVIC ULTRASOUND, COMPLETE",76856,402,204.50
101350,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,420.25
101351,US THYROID ULTRASOUND,76536,402,257.00
101352,US CHEST ULTRASOUND,76604,402,404.75
101353,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,357.50
101354,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,301.00
101355,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,281.75
101356,"US PELVIC ULTRASOUND, COMPLETE",76856,402,286.50
101357,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,313.25
101358,US THYROID ULTRASOUND,76536,402,447.00
101359,US CHEST ULTRASOUND,76604,402,182.75
101360,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,151.50
101361,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,244.25
101362,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,311.00
101363,"US PELVIC ULTRASOUND, COMPLETE",76856,402,253.75
101364,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,200.50
101365,US THYROID ULTRASOUND,76536,402,407.00
101366,US CHEST ULTRASOUND,76604,402,389.75
101367,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,290.50
101368,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,194.25
101369,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,388.00
101370,"US PELVIC ULTRASOUND, COMPLETE",76856,402,150.75
101371,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,200.50
101372,US THYROID ULTRASOUND,76536,402,332.25
101373,US CHEST ULTRASOUND,76604,402,169.00
101374,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,430.75
101375,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,197.50
101376,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,202.00
101377,"US PELVIC ULTRASOUND, COMPLETE",76856,402,315.75
101378,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,182.50
101379,US THYROID ULTRASOUND,76536,402,259.25
101380,US CHEST ULTRASOUND,76604,402,397.00
101381,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,198.75
101382,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,215.50
101383,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,168.25
101384,"US PELVIC ULTRASOUND, COMPLETE",76856,402,282.00
101385,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,229.75
101386,US THYROID ULTRASOUND,76536,402,230.50
101387,US CHEST ULTRASOUND,76604,402,154.00
101388,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,290.75
101389,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,399.50
101390,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,421.25
101391,"US PELVIC ULTRASOUND, COMPLETE",76856,402,386.00
101392,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,262.75
101393,US THYROID ULTRASOUND,76536,402,277.50
101394,US CHEST ULTRASOUND,76604,402,378.25
101395,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,335.00
101396,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,291.75
101397,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,415.50
101398,"US PELVIC ULTRASOUND, COMPLETE",76856,402,304.00
101399,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,395.75
101400,US THYROID ULTRASOUND,76536,402,233.50
101401,US CHEST ULTRASOUND,76604,402,336.25
101402,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,166.00
101403,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,152.75
101404,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,205.50
101405,"US PELVIC ULTRASOUND, COMPLETE",76856,402,173.25
101406,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,462.00
101407,US THYROID ULTRASOUND,76536,402,403.75
101408,US CHEST ULTRASOUND,76604,402,243.50
101409,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,149.00
101410,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,389.75
101411,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,360.50
101412,"US PELVIC ULTRASOUND, COMPLETE",76856,402,439.25
101413,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,236.00
101414,US THYROID ULTRASOUND,76536,402,422.75
101415,US CHEST ULTRASOUND,76604,402,263.50
101416,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,184.25
101417,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,150.00
101418,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,186.75
101419,"US PELVIC ULTRASOUND, COMPLETE",76856,402,217.50
101420,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,196.00
101421,US THYROID ULTRASOUND,76536,402,197.75
101422,US CHEST ULTRASOUND,76604,402,295.50
101423,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,152.25
101424,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,225.00
101425,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,150.75
101426,"US PELVIC ULTRASOUND, COMPLETE",76856,402,198.50
101427,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,152.25
101428,US THYROID ULTRASOUND,76536,402,410.00
101429,US CHEST ULTRASOUND,76604,402,394.75
101430,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,420.50
101431,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,431.00
101432,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,367.75
101433,"US PELVIC ULTRASOUND, COMPLETE",76856,402,200.50
101434,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,197.25
101435,US THYROID ULTRASOUND,76536,402,440.00
101436,US CHEST ULTRASOUND,76604,402,322.75
101437,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,181.50
101438,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,379.25
101439,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,372.00
101440,"US PELVIC ULTRASOUND, COMPLETE",76856,402,431.75
101441,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,190.50
101442,US THYROID ULTRASOUND,76536,402,300.00
101443,US CHEST ULTRASOUND,76604,402,393.75
101444,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,299.50
101445,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,344.25
101446,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,376.00
101447,"US PELVIC ULTRASOUND, COMPLETE",76856,402,215.75
101448,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,305.50
101449,US THYROID ULTRASOUND,76536,402,215.25
101450,US CHEST ULTRASOUND,76604,402,460.00
101451,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,385.75
101452,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,474.50
101453,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,257.00
101454,"US PELVIC ULTRASOUND, COMPLETE",76856,402,250.75
101455,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,268.50
101456,US THYROID ULTRASOUND,76536,402,141.25
101457,US CHEST ULTRASOUND,76604,402,421.00
101458,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,396.75
101459,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,257.50
101460,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,253.25
101461,"US PELVIC ULTRASOUND, COMPLETE",76856,402,343.00
101462,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,406.75
101463,US THYROID ULTRASOUND,76536,402,225.50
101464,US CHEST ULTRASOUND,76604,402,318.00
101465,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,216.75
101466,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,289.50
101467,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,391.25
101468,"US PELVIC ULTRASOUND, COMPLETE",76856,402,354.00
101469,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,425.75
101470,US THYROID ULTRASOUND,76536,402,202.50
101471,US CHEST ULTRASOUND,76604,402,425.25
101472,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,186.00
101473,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,473.75
101474,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,456.50
101475,"US PELVIC ULTRASOUND, COMPLETE",76856,402,322.00
101476,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,321.75
101477,US THYROID ULTRASOUND,76536,402,242.50
101478,US CHEST ULTRASOUND,76604,402,407.25
101479,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,428.00
101480,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,388.75
101481,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,298.50
101482,"US PELVIC ULTRASOUND, COMPLETE",76856,402,393.25
101483,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,184.00
101484,US THYROID ULTRASOUND,76536,402,446.75
101485,US CHEST ULTRASOUND,76604,402,367.50
101486,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,311.00
101487,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,402,428.75
101488,"US ABDOMINAL ULTRASOUND, LIMITED",76705,402,159.50
101489,"US PELVIC ULTRASOUND, COMPLETE",76856,402,267.25
101490,US TRANSVAGINAL PELVIC ULTRASOUND,76830,402,194.00
101491,US THYROID ULTRASOUND,76536,402,191.75
101492,US CHEST ULTRASOUND,76604,402,313.50
101493,"US EXTREMITY ULTRASOUND, LIMITED",76882,402,243.25
